CC	peptides
394	METDB-00194-1-DN85464-c0-g1-i1.p1
394	METDB-00194-1-DN34449-c0-g2-i1.p1
394	METDB-00194-1-DN25115-c0-g1-i1.p1
394	METDB-00194-1-DN1649-c0-g1-i1.p1
394	METDB-00194-1-DN1649-c0-g2-i1.p1
394	METDB-00194-1-DN96521-c0-g1-i1.p1
394	METDB-00194-1-DN32213-c0-g1-i1.p1
394	METDB-00194-1-DN21795-c0-g1-i1.p1
394	METDB-00194-1-DN23680-c0-g1-i1.p1
394	METDB-00194-1-DN34449-c0-g2-i2.p1
394	METDB-00194-1-DN87185-c0-g1-i1.p1
394	METDB-00194-1-DN32213-c0-g1-i2.p1
394	METDB-00194-1-DN70596-c0-g1-i1.p1
394	METDB-00194-1-DN96616-c0-g1-i1.p1
394	METDB-00194-1-DN95366-c0-g1-i1.p1
394	METDB-00194-1-DN64172-c0-g1-i1.p1
394	METDB-00194-1-DN32213-c0-g1-i3.p1
394	METDB-00194-1-DN72377-c0-g1-i1.p1
394	METDB-00194-1-DN6984-c0-g1-i1.p1
394	METDB-00194-1-DN51024-c0-g1-i1.p1
394	METDB-00194-1-DN39626-c0-g1-i1.p1
394	METDB-00194-1-DN23680-c0-g3-i1.p1
394	METDB-00194-1-DN23680-c0-g2-i1.p1
394	METDB-00194-1-DN49304-c0-g1-i1.p1
394	METDB-00194-1-DN75569-c0-g1-i1.p1
394	METDB-00194-1-DN97456-c0-g1-i1.p1
395	METDB-00194-1-DN100274-c0-g1-i1.p1
395	METDB-00194-1-DN72197-c0-g1-i1.p1
395	METDB-00194-1-DN38237-c0-g1-i1.p1
395	METDB-00194-1-DN38237-c0-g1-i2.p1
395	METDB-00194-1-DN38237-c0-g1-i3.p1
395	METDB-00194-1-DN20404-c0-g1-i1.p1
395	METDB-00194-1-DN38798-c0-g2-i1.p1
395	METDB-00194-1-DN38798-c0-g2-i3.p1
395	METDB-00194-1-DN6553-c0-g1-i1.p1
395	METDB-00194-1-DN12164-c0-g1-i1.p1
395	METDB-00194-1-DN64322-c0-g1-i1.p1
395	METDB-00194-1-DN30466-c0-g1-i1.p1
395	METDB-00194-1-DN9955-c0-g1-i1.p1
395	METDB-00194-1-DN18528-c0-g1-i1.p1
395	METDB-00194-1-DN6553-c0-g2-i1.p1
395	METDB-00194-1-DN30466-c0-g2-i1.p1
395	METDB-00194-1-DN42273-c0-g1-i1.p1
395	METDB-00194-1-DN76906-c0-g1-i1.p1
395	METDB-00194-1-DN49134-c0-g1-i1.p1
395	METDB-00194-1-DN37227-c0-g1-i1.p1
395	METDB-00194-1-DN22089-c0-g1-i1.p1
395	METDB-00194-1-DN34171-c0-g2-i1.p1
395	METDB-00194-1-DN56250-c0-g1-i1.p1
395	METDB-00194-1-DN62348-c0-g1-i1.p1
395	METDB-00194-1-DN62689-c0-g1-i1.p1
395	METDB-00194-1-DN65445-c0-g1-i1.p1
395	METDB-00194-1-DN34171-c0-g2-i2.p1
395	METDB-00194-1-DN63747-c0-g1-i1.p1
395	METDB-00194-1-DN24110-c1-g1-i1.p1
395	METDB-00194-1-DN51793-c0-g1-i1.p1
395	METDB-00194-1-DN42126-c0-g1-i1.p1
396	METDB-00194-1-DN8089-c0-g1-i1.p1
396	METDB-00194-1-DN72042-c0-g1-i1.p1
396	METDB-00194-1-DN71745-c0-g1-i1.p1
396	METDB-00194-1-DN15156-c0-g1-i1.p1
396	METDB-00194-1-DN15156-c0-g2-i1.p1
396	METDB-00194-1-DN84807-c0-g1-i1.p1
396	METDB-00194-1-DN96433-c0-g1-i1.p1
396	METDB-00194-1-DN59839-c0-g1-i1.p1
396	METDB-00194-1-DN28465-c1-g1-i1.p1
396	METDB-00194-1-DN49975-c0-g1-i1.p1
396	METDB-00194-1-DN50517-c0-g1-i1.p1
396	METDB-00194-1-DN37058-c0-g3-i1.p1
396	METDB-00194-1-DN37058-c0-g3-i2.p1
396	METDB-00194-1-DN37058-c0-g3-i3.p1
396	METDB-00194-1-DN31183-c0-g2-i1.p1
396	METDB-00194-1-DN95474-c0-g1-i1.p1
396	METDB-00194-1-DN82816-c0-g1-i1.p1
396	METDB-00194-1-DN49295-c0-g1-i1.p1
396	METDB-00194-1-DN63825-c0-g1-i1.p1
396	METDB-00194-1-DN40621-c0-g1-i1.p1
396	METDB-00194-1-DN50842-c0-g1-i1.p1
396	METDB-00194-1-DN97551-c0-g1-i1.p1
396	METDB-00194-1-DN75472-c0-g1-i1.p1
396	METDB-00194-1-DN43692-c0-g1-i1.p1
396	METDB-00194-1-DN44154-c0-g1-i1.p1
396	METDB-00194-1-DN38351-c0-g1-i3.p2
396	METDB-00194-1-DN38351-c0-g1-i5.p2
396	METDB-00194-1-DN73045-c0-g1-i1.p1
396	METDB-00194-1-DN31183-c0-g1-i1.p1
396	METDB-00194-1-DN93966-c0-g1-i1.p1
396	METDB-00194-1-DN8089-c0-g2-i1.p1
397	METDB-00194-1-DN10072-c0-g1-i1.p1
397	METDB-00194-1-DN28014-c0-g1-i1.p1
397	METDB-00194-1-DN742-c0-g1-i1.p1
397	METDB-00194-1-DN32410-c0-g1-i1.p1
397	METDB-00194-1-DN75104-c0-g1-i1.p1
397	METDB-00194-1-DN41232-c0-g1-i2.p1
397	METDB-00194-1-DN41232-c0-g1-i1.p1
397	METDB-00194-1-DN9901-c1-g1-i1.p1
397	METDB-00194-1-DN41232-c0-g1-i3.p1
397	METDB-00194-1-DN82528-c0-g1-i1.p1
397	METDB-00194-1-DN48606-c0-g1-i1.p1
397	METDB-00194-1-DN19802-c0-g1-i1.p1
397	METDB-00194-1-DN22106-c0-g1-i1.p1
397	METDB-00194-1-DN22106-c0-g2-i1.p1
397	METDB-00194-1-DN12767-c0-g1-i1.p1
397	METDB-00194-1-DN10871-c0-g1-i1.p1
397	METDB-00194-1-DN39667-c2-g1-i1.p1
397	METDB-00194-1-DN83152-c0-g1-i1.p1
397	METDB-00194-1-DN30373-c0-g1-i4.p1
397	METDB-00194-1-DN17766-c0-g1-i1.p1
397	METDB-00194-1-DN45430-c0-g1-i1.p1
397	METDB-00194-1-DN30373-c0-g1-i1.p1
397	METDB-00194-1-DN30373-c0-g1-i3.p1
397	METDB-00194-1-DN17766-c0-g2-i1.p2
397	METDB-00194-1-DN30373-c0-g1-i2.p1
397	METDB-00194-1-DN12322-c0-g1-i1.p1
397	METDB-00194-1-DN28014-c0-g3-i1.p2
397	METDB-00194-1-DN9901-c0-g1-i1.p1
397	METDB-00194-1-DN3524-c1-g1-i1.p1
397	METDB-00194-1-DN56228-c0-g1-i1.p1
397	METDB-00194-1-DN79008-c0-g1-i1.p1
398	METDB-00194-1-DN41683-c0-g1-i1.p1
398	METDB-00194-1-DN40317-c0-g1-i1.p1
398	METDB-00194-1-DN40102-c0-g1-i4.p1
398	METDB-00194-1-DN40102-c0-g1-i8.p1
398	METDB-00194-1-DN40102-c0-g1-i7.p1
398	METDB-00194-1-DN40102-c0-g1-i2.p1
398	METDB-00194-1-DN40102-c0-g1-i1.p1
398	METDB-00194-1-DN40102-c0-g1-i5.p1
398	METDB-00194-1-DN40102-c0-g1-i3.p1
398	METDB-00194-1-DN12661-c0-g1-i1.p1
398	METDB-00194-1-DN6547-c0-g1-i1.p1
398	METDB-00194-1-DN40102-c0-g1-i6.p1
398	METDB-00194-1-DN41341-c0-g2-i1.p1
398	METDB-00194-1-DN18382-c0-g1-i1.p1
398	METDB-00194-1-DN41683-c0-g1-i6.p1
398	METDB-00194-1-DN39050-c0-g1-i1.p1
398	METDB-00194-1-DN39050-c0-g1-i3.p1
398	METDB-00194-1-DN39050-c0-g1-i2.p1
398	METDB-00194-1-DN39050-c0-g1-i4.p1
398	METDB-00194-1-DN36818-c0-g1-i1.p1
398	METDB-00194-1-DN41341-c3-g1-i3.p1
398	METDB-00194-1-DN22587-c0-g1-i1.p1
398	METDB-00194-1-DN22587-c0-g2-i1.p1
398	METDB-00194-1-DN33963-c0-g1-i1.p1
398	METDB-00194-1-DN41683-c0-g1-i2.p1
398	METDB-00194-1-DN41683-c0-g1-i7.p1
398	METDB-00194-1-DN41683-c0-g1-i4.p1
398	METDB-00194-1-DN41683-c0-g1-i5.p1
398	METDB-00194-1-DN32032-c0-g1-i1.p1
398	METDB-00194-1-DN40317-c0-g1-i2.p1
398	METDB-00194-1-DN41341-c0-g1-i1.p1
399	METDB-00194-1-DN9010-c0-g1-i1.p2
399	METDB-00194-1-DN10849-c0-g1-i1.p2
399	METDB-00194-1-DN10849-c0-g2-i1.p1
399	METDB-00194-1-DN21250-c0-g1-i1.p2
399	METDB-00194-1-DN75667-c0-g1-i1.p2
399	METDB-00194-1-DN97298-c0-g1-i1.p2
399	METDB-00194-1-DN96256-c0-g1-i1.p2
399	METDB-00194-1-DN11992-c0-g1-i1.p2
399	METDB-00194-1-DN43939-c0-g1-i1.p2
399	METDB-00194-1-DN44274-c0-g1-i1.p2
399	METDB-00194-1-DN74874-c0-g1-i1.p2
399	METDB-00194-1-DN12788-c0-g1-i1.p2
399	METDB-00194-1-DN51466-c0-g1-i1.p1
399	METDB-00194-1-DN51466-c0-g2-i1.p1
399	METDB-00194-1-DN67511-c0-g1-i1.p2
399	METDB-00194-1-DN90064-c0-g1-i1.p2
399	METDB-00194-1-DN16399-c0-g1-i1.p2
399	METDB-00194-1-DN56891-c0-g1-i1.p1
399	METDB-00194-1-DN44684-c0-g1-i1.p1
399	METDB-00194-1-DN49213-c0-g1-i1.p2
399	METDB-00194-1-DN71801-c0-g1-i1.p1
399	METDB-00194-1-DN83082-c1-g1-i1.p2
399	METDB-00194-1-DN17809-c0-g1-i1.p1
399	METDB-00194-1-DN62414-c0-g1-i1.p1
399	METDB-00194-1-DN2832-c0-g1-i1.p1
399	METDB-00194-1-DN5978-c0-g1-i1.p2
399	METDB-00194-1-DN86627-c0-g1-i1.p1
399	METDB-00194-1-DN46237-c0-g1-i1.p1
399	METDB-00194-1-DN47369-c0-g1-i1.p2
399	METDB-00194-1-DN76497-c0-g1-i1.p2
399	METDB-00194-1-DN75313-c0-g1-i1.p2
400	METDB-00194-1-DN102075-c0-g1-i1.p1
400	METDB-00194-1-DN21007-c1-g1-i1.p1
400	METDB-00194-1-DN33790-c1-g2-i1.p2
400	METDB-00194-1-DN33790-c2-g2-i1.p2
400	METDB-00194-1-DN33790-c1-g1-i1.p2
400	METDB-00194-1-DN33790-c3-g1-i1.p2
400	METDB-00194-1-DN37085-c0-g1-i1.p2
400	METDB-00194-1-DN21980-c1-g1-i1.p2
400	METDB-00194-1-DN37171-c0-g1-i1.p1
400	METDB-00194-1-DN93326-c0-g1-i1.p2
400	METDB-00194-1-DN26535-c0-g1-i1.p2
400	METDB-00194-1-DN2119-c0-g1-i1.p2
400	METDB-00194-1-DN2119-c0-g2-i1.p2
400	METDB-00194-1-DN54316-c0-g1-i1.p2
400	METDB-00194-1-DN26850-c0-g2-i1.p2
400	METDB-00194-1-DN51542-c0-g1-i1.p2
400	METDB-00194-1-DN104000-c0-g1-i1.p1
400	METDB-00194-1-DN98263-c0-g1-i1.p2
400	METDB-00194-1-DN93886-c0-g1-i1.p1
400	METDB-00194-1-DN524-c0-g1-i1.p2
400	METDB-00194-1-DN17441-c0-g1-i1.p1
400	METDB-00194-1-DN7097-c0-g1-i1.p1
400	METDB-00194-1-DN17378-c1-g1-i1.p1
400	METDB-00194-1-DN76355-c0-g1-i1.p2
400	METDB-00194-1-DN38952-c2-g1-i1.p1
400	METDB-00194-1-DN68448-c0-g1-i1.p2
400	METDB-00194-1-DN6116-c1-g1-i1.p1
400	METDB-00194-1-DN26535-c0-g2-i1.p1
400	METDB-00194-1-DN91244-c0-g1-i1.p2
400	METDB-00194-1-DN69662-c0-g1-i1.p3
400	METDB-00194-1-DN9317-c0-g1-i1.p1
401	METDB-00194-1-DN41722-c1-g4-i8.p1
401	METDB-00194-1-DN41722-c1-g4-i1.p1
401	METDB-00194-1-DN41722-c1-g4-i3.p1
401	METDB-00194-1-DN41722-c1-g5-i1.p1
401	METDB-00194-1-DN41614-c0-g3-i3.p1
401	METDB-00194-1-DN41614-c0-g3-i5.p1
401	METDB-00194-1-DN41614-c0-g3-i6.p1
401	METDB-00194-1-DN41614-c0-g3-i2.p1
401	METDB-00194-1-DN41722-c1-g4-i6.p1
401	METDB-00194-1-DN33711-c0-g2-i1.p3
401	METDB-00194-1-DN41722-c1-g3-i9.p2
401	METDB-00194-1-DN41722-c1-g3-i5.p3
401	METDB-00194-1-DN41722-c1-g3-i1.p2
401	METDB-00194-1-DN41722-c1-g4-i2.p1
401	METDB-00194-1-DN41722-c1-g3-i4.p2
401	METDB-00194-1-DN41722-c1-g3-i3.p1
401	METDB-00194-1-DN39860-c1-g2-i1.p2
401	METDB-00194-1-DN39860-c1-g2-i4.p2
401	METDB-00194-1-DN39860-c1-g2-i3.p1
401	METDB-00194-1-DN41614-c0-g1-i1.p1
401	METDB-00194-1-DN41614-c0-g3-i4.p1
401	METDB-00194-1-DN41614-c0-g3-i7.p1
401	METDB-00194-1-DN41614-c0-g3-i8.p1
401	METDB-00194-1-DN36459-c1-g1-i1.p1
401	METDB-00194-1-DN41722-c1-g4-i9.p1
401	METDB-00194-1-DN41722-c1-g4-i4.p1
401	METDB-00194-1-DN39797-c0-g1-i1.p1
401	METDB-00194-1-DN39797-c0-g1-i2.p1
401	METDB-00194-1-DN41614-c0-g3-i1.p1
401	METDB-00194-1-DN96155-c0-g1-i1.p2
401	METDB-00194-1-DN75910-c0-g1-i1.p1
402	METDB-00194-1-DN102695-c0-g1-i1.p1
402	METDB-00194-1-DN39835-c2-g1-i1.p1
402	METDB-00194-1-DN39835-c2-g3-i1.p1
402	METDB-00194-1-DN39835-c5-g1-i6.p2
402	METDB-00194-1-DN39835-c5-g1-i3.p2
402	METDB-00194-1-DN39835-c5-g1-i1.p1
402	METDB-00194-1-DN39835-c5-g1-i5.p2
402	METDB-00194-1-DN15558-c0-g1-i1.p1
402	METDB-00194-1-DN25759-c0-g1-i1.p1
402	METDB-00194-1-DN25759-c0-g3-i1.p1
402	METDB-00194-1-DN37102-c0-g1-i2.p1
402	METDB-00194-1-DN39835-c5-g1-i2.p1
402	METDB-00194-1-DN37102-c0-g1-i1.p1
402	METDB-00194-1-DN39835-c4-g3-i1.p1
402	METDB-00194-1-DN39835-c4-g2-i1.p1
402	METDB-00194-1-DN39835-c8-g1-i1.p1
402	METDB-00194-1-DN25759-c0-g2-i1.p1
402	METDB-00194-1-DN39835-c4-g1-i2.p1
402	METDB-00194-1-DN39835-c4-g1-i1.p1
402	METDB-00194-1-DN39835-c4-g1-i3.p1
402	METDB-00194-1-DN39835-c4-g4-i1.p1
402	METDB-00194-1-DN39835-c9-g1-i1.p1
402	METDB-00194-1-DN68041-c0-g1-i1.p1
402	METDB-00194-1-DN68041-c0-g2-i1.p1
402	METDB-00194-1-DN8032-c0-g1-i1.p1
402	METDB-00194-1-DN39835-c2-g2-i1.p2
402	METDB-00194-1-DN39835-c4-g2-i2.p1
402	METDB-00194-1-DN39835-c0-g1-i1.p1
402	METDB-00194-1-DN39835-c0-g2-i1.p1
402	METDB-00194-1-DN39835-c6-g1-i1.p1
402	METDB-00194-1-DN51086-c0-g1-i1.p1
403	METDB-00194-1-DN37880-c2-g1-i1.p1
403	METDB-00194-1-DN37880-c2-g1-i3.p1
403	METDB-00194-1-DN37880-c2-g1-i2.p1
403	METDB-00194-1-DN78211-c0-g1-i1.p1
403	METDB-00194-1-DN37880-c2-g1-i4.p1
403	METDB-00194-1-DN12043-c0-g1-i1.p1
403	METDB-00194-1-DN27688-c0-g1-i1.p1
403	METDB-00194-1-DN40848-c1-g3-i1.p1
403	METDB-00194-1-DN75299-c0-g1-i1.p2
403	METDB-00194-1-DN40848-c1-g4-i3.p1
403	METDB-00194-1-DN40848-c1-g4-i5.p1
403	METDB-00194-1-DN40848-c1-g4-i2.p2
403	METDB-00194-1-DN40848-c1-g4-i6.p2
403	METDB-00194-1-DN40848-c0-g1-i1.p1
403	METDB-00194-1-DN40848-c0-g1-i2.p1
403	METDB-00194-1-DN40848-c0-g2-i1.p1
403	METDB-00194-1-DN31797-c0-g2-i1.p1
403	METDB-00194-1-DN31797-c0-g1-i1.p1
403	METDB-00194-1-DN84939-c0-g1-i1.p1
403	METDB-00194-1-DN40848-c1-g4-i1.p1
403	METDB-00194-1-DN40848-c1-g4-i4.p2
403	METDB-00194-1-DN98734-c0-g1-i1.p2
403	METDB-00194-1-DN24064-c0-g1-i1.p1
403	METDB-00194-1-DN2227-c0-g1-i1.p2
403	METDB-00194-1-DN37761-c0-g3-i1.p1
403	METDB-00194-1-DN37761-c0-g2-i1.p1
403	METDB-00194-1-DN92939-c0-g1-i1.p1
403	METDB-00194-1-DN60977-c0-g1-i1.p1
403	METDB-00194-1-DN49725-c0-g1-i1.p1
403	METDB-00194-1-DN81683-c0-g1-i1.p1
403	METDB-00194-1-DN46027-c0-g1-i1.p1
404	METDB-00194-1-DN35861-c0-g1-i1.p1
404	METDB-00194-1-DN41836-c2-g2-i6.p1
404	METDB-00194-1-DN41836-c2-g2-i9.p1
404	METDB-00194-1-DN85738-c0-g1-i1.p1
404	METDB-00194-1-DN25727-c0-g1-i1.p1
404	METDB-00194-1-DN25727-c0-g2-i1.p1
404	METDB-00194-1-DN41707-c1-g1-i5.p1
404	METDB-00194-1-DN41707-c1-g1-i3.p1
404	METDB-00194-1-DN41707-c1-g1-i2.p1
404	METDB-00194-1-DN41836-c1-g2-i1.p1
404	METDB-00194-1-DN83181-c0-g1-i1.p1
404	METDB-00194-1-DN41836-c2-g2-i1.p1
404	METDB-00194-1-DN41836-c2-g2-i10.p1
404	METDB-00194-1-DN41836-c2-g2-i11.p1
404	METDB-00194-1-DN41836-c2-g2-i12.p1
404	METDB-00194-1-DN41836-c2-g2-i3.p1
404	METDB-00194-1-DN41836-c2-g2-i4.p1
404	METDB-00194-1-DN41836-c2-g2-i5.p1
404	METDB-00194-1-DN41836-c2-g2-i8.p1
404	METDB-00194-1-DN38505-c0-g1-i3.p1
404	METDB-00194-1-DN38505-c0-g1-i5.p1
404	METDB-00194-1-DN38505-c0-g1-i2.p1
404	METDB-00194-1-DN41836-c2-g2-i2.p1
404	METDB-00194-1-DN38505-c0-g1-i4.p2
404	METDB-00194-1-DN38505-c0-g1-i1.p2
404	METDB-00194-1-DN25727-c1-g1-i1.p2
404	METDB-00194-1-DN41707-c1-g1-i4.p1
404	METDB-00194-1-DN41707-c1-g1-i1.p1
404	METDB-00194-1-DN41836-c1-g4-i1.p1
404	METDB-00194-1-DN41836-c2-g2-i7.p1
404	METDB-00194-1-DN41836-c2-g5-i1.p1
405	METDB-00194-1-DN10540-c0-g1-i1.p1
405	METDB-00194-1-DN10540-c0-g2-i1.p1
405	METDB-00194-1-DN27790-c0-g3-i1.p1
405	METDB-00194-1-DN38116-c0-g1-i1.p1
405	METDB-00194-1-DN33964-c0-g2-i2.p1
405	METDB-00194-1-DN39977-c1-g1-i1.p1
405	METDB-00194-1-DN39977-c1-g1-i3.p1
405	METDB-00194-1-DN39977-c1-g1-i5.p1
405	METDB-00194-1-DN39977-c1-g1-i7.p1
405	METDB-00194-1-DN39977-c1-g1-i6.p1
405	METDB-00194-1-DN39977-c1-g1-i8.p1
405	METDB-00194-1-DN27790-c0-g1-i1.p1
405	METDB-00194-1-DN39977-c1-g1-i2.p1
405	METDB-00194-1-DN27790-c0-g2-i1.p2
405	METDB-00194-1-DN33964-c0-g2-i1.p1
405	METDB-00194-1-DN39977-c1-g1-i4.p1
405	METDB-00194-1-DN33964-c0-g1-i1.p1
405	METDB-00194-1-DN39977-c0-g1-i2.p1
405	METDB-00194-1-DN39977-c0-g1-i1.p1
405	METDB-00194-1-DN1517-c0-g1-i1.p1
405	METDB-00194-1-DN39977-c0-g2-i1.p2
405	METDB-00194-1-DN35050-c0-g2-i1.p1
405	METDB-00194-1-DN38265-c1-g1-i1.p1
405	METDB-00194-1-DN38265-c1-g1-i2.p1
405	METDB-00194-1-DN49190-c0-g1-i1.p1
405	METDB-00194-1-DN43883-c0-g1-i1.p1
405	METDB-00194-1-DN37998-c3-g1-i1.p1
405	METDB-00194-1-DN5994-c0-g1-i1.p2
405	METDB-00194-1-DN42143-c0-g1-i1.p1
405	METDB-00194-1-DN98536-c0-g1-i1.p1
405	METDB-00194-1-DN48758-c0-g1-i1.p1
406	METDB-00194-1-DN10547-c0-g1-i1.p2
406	METDB-00194-1-DN14402-c0-g1-i1.p1
406	METDB-00194-1-DN55107-c0-g1-i1.p1
406	METDB-00194-1-DN88273-c0-g1-i1.p1
406	METDB-00194-1-DN53140-c0-g1-i1.p1
406	METDB-00194-1-DN31375-c0-g1-i2.p1
406	METDB-00194-1-DN32834-c0-g1-i2.p1
406	METDB-00194-1-DN87469-c0-g1-i1.p1
406	METDB-00194-1-DN31375-c0-g1-i6.p1
406	METDB-00194-1-DN31375-c0-g1-i3.p1
406	METDB-00194-1-DN43845-c0-g1-i1.p1
406	METDB-00194-1-DN6334-c0-g1-i1.p1
406	METDB-00194-1-DN52806-c0-g1-i1.p1
406	METDB-00194-1-DN31375-c0-g1-i1.p1
406	METDB-00194-1-DN82369-c0-g1-i1.p1
406	METDB-00194-1-DN10626-c0-g1-i1.p1
406	METDB-00194-1-DN23700-c0-g1-i1.p1
406	METDB-00194-1-DN23700-c0-g1-i2.p1
406	METDB-00194-1-DN71428-c0-g1-i1.p1
406	METDB-00194-1-DN31375-c0-g1-i4.p1
406	METDB-00194-1-DN31375-c0-g1-i5.p1
406	METDB-00194-1-DN23211-c0-g1-i1.p1
406	METDB-00194-1-DN32834-c0-g1-i1.p1
406	METDB-00194-1-DN67025-c0-g1-i1.p1
406	METDB-00194-1-DN13836-c0-g1-i1.p2
406	METDB-00194-1-DN13836-c0-g2-i1.p1
406	METDB-00194-1-DN54479-c0-g1-i1.p1
406	METDB-00194-1-DN51598-c0-g1-i1.p1
406	METDB-00194-1-DN63923-c0-g1-i1.p1
406	METDB-00194-1-DN14776-c0-g1-i1.p1
406	METDB-00194-1-DN96641-c0-g1-i1.p1
407	METDB-00194-1-DN10928-c0-g1-i1.p1
407	METDB-00194-1-DN10928-c0-g2-i1.p1
407	METDB-00194-1-DN87038-c0-g1-i1.p1
407	METDB-00194-1-DN83807-c0-g2-i1.p1
407	METDB-00194-1-DN83807-c0-g1-i1.p1
407	METDB-00194-1-DN25413-c0-g2-i1.p1
407	METDB-00194-1-DN50599-c0-g1-i1.p1
407	METDB-00194-1-DN27708-c0-g1-i1.p1
407	METDB-00194-1-DN65055-c0-g1-i1.p1
407	METDB-00194-1-DN54906-c0-g1-i1.p1
407	METDB-00194-1-DN54343-c0-g1-i1.p1
407	METDB-00194-1-DN25413-c0-g3-i1.p1
407	METDB-00194-1-DN7681-c0-g1-i1.p1
407	METDB-00194-1-DN65585-c0-g1-i1.p1
407	METDB-00194-1-DN68738-c0-g1-i1.p1
407	METDB-00194-1-DN27708-c0-g2-i1.p1
407	METDB-00194-1-DN14693-c0-g1-i1.p1
407	METDB-00194-1-DN80620-c0-g1-i1.p1
407	METDB-00194-1-DN28185-c0-g1-i1.p1
407	METDB-00194-1-DN29127-c0-g1-i1.p1
407	METDB-00194-1-DN29127-c0-g2-i1.p1
407	METDB-00194-1-DN66979-c0-g1-i1.p1
407	METDB-00194-1-DN70758-c0-g1-i1.p1
407	METDB-00194-1-DN8250-c0-g2-i1.p1
407	METDB-00194-1-DN8250-c0-g1-i1.p1
407	METDB-00194-1-DN8245-c0-g1-i1.p1
407	METDB-00194-1-DN25413-c0-g1-i1.p1
407	METDB-00194-1-DN28185-c0-g2-i1.p1
407	METDB-00194-1-DN27708-c0-g3-i1.p1
407	METDB-00194-1-DN77961-c0-g1-i1.p1
407	METDB-00194-1-DN64378-c0-g1-i1.p1
408	METDB-00194-1-DN38398-c0-g1-i2.p1
408	METDB-00194-1-DN28651-c0-g1-i2.p1
408	METDB-00194-1-DN14226-c0-g1-i1.p1
408	METDB-00194-1-DN4701-c0-g1-i1.p1
408	METDB-00194-1-DN3901-c0-g2-i1.p1
408	METDB-00194-1-DN3901-c0-g1-i1.p1
408	METDB-00194-1-DN44922-c0-g1-i1.p1
408	METDB-00194-1-DN18705-c0-g1-i1.p1
408	METDB-00194-1-DN50803-c0-g1-i1.p1
408	METDB-00194-1-DN28527-c0-g1-i1.p1
408	METDB-00194-1-DN73236-c0-g1-i1.p1
408	METDB-00194-1-DN8057-c0-g2-i1.p1
408	METDB-00194-1-DN8057-c0-g1-i1.p1
408	METDB-00194-1-DN45835-c0-g1-i1.p1
408	METDB-00194-1-DN24241-c0-g2-i1.p1
408	METDB-00194-1-DN84164-c0-g1-i1.p1
408	METDB-00194-1-DN77945-c0-g1-i1.p1
408	METDB-00194-1-DN6653-c0-g2-i1.p1
408	METDB-00194-1-DN38398-c0-g1-i1.p1
408	METDB-00194-1-DN22973-c0-g1-i1.p1
408	METDB-00194-1-DN95646-c0-g1-i1.p1
408	METDB-00194-1-DN6653-c0-g1-i1.p1
408	METDB-00194-1-DN35676-c0-g1-i1.p1
408	METDB-00194-1-DN97423-c0-g1-i1.p1
408	METDB-00194-1-DN24241-c0-g1-i1.p1
408	METDB-00194-1-DN24241-c0-g2-i2.p1
408	METDB-00194-1-DN62845-c0-g1-i1.p1
408	METDB-00194-1-DN4701-c0-g2-i1.p2
408	METDB-00194-1-DN28651-c0-g1-i1.p1
408	METDB-00194-1-DN90039-c0-g1-i1.p1
408	METDB-00194-1-DN90039-c0-g2-i1.p1
409	METDB-00194-1-DN10976-c0-g1-i1.p1
409	METDB-00194-1-DN10976-c0-g2-i1.p1
409	METDB-00194-1-DN59843-c0-g1-i1.p1
409	METDB-00194-1-DN82327-c0-g1-i1.p1
409	METDB-00194-1-DN71957-c0-g1-i1.p1
409	METDB-00194-1-DN51213-c0-g1-i1.p1
409	METDB-00194-1-DN48204-c0-g1-i1.p1
409	METDB-00194-1-DN34786-c0-g3-i1.p1
409	METDB-00194-1-DN36609-c0-g1-i3.p1
409	METDB-00194-1-DN16305-c0-g1-i1.p1
409	METDB-00194-1-DN17866-c0-g1-i1.p1
409	METDB-00194-1-DN17866-c0-g1-i2.p1
409	METDB-00194-1-DN36609-c0-g1-i1.p1
409	METDB-00194-1-DN54139-c0-g1-i1.p1
409	METDB-00194-1-DN36609-c0-g1-i2.p1
409	METDB-00194-1-DN93689-c0-g1-i1.p1
409	METDB-00194-1-DN93283-c0-g1-i1.p1
409	METDB-00194-1-DN21366-c0-g2-i1.p1
409	METDB-00194-1-DN21366-c0-g1-i1.p1
409	METDB-00194-1-DN22099-c0-g1-i1.p1
409	METDB-00194-1-DN36609-c0-g1-i4.p1
409	METDB-00194-1-DN36609-c0-g2-i1.p1
409	METDB-00194-1-DN22099-c0-g2-i1.p1
409	METDB-00194-1-DN70902-c0-g1-i1.p1
409	METDB-00194-1-DN36609-c1-g1-i1.p1
409	METDB-00194-1-DN30204-c0-g2-i1.p1
409	METDB-00194-1-DN72023-c0-g1-i1.p1
409	METDB-00194-1-DN34786-c0-g1-i1.p1
409	METDB-00194-1-DN34786-c0-g2-i1.p1
409	METDB-00194-1-DN36609-c3-g1-i1.p1
409	METDB-00194-1-DN36609-c2-g1-i1.p1
410	METDB-00194-1-DN48572-c0-g1-i1.p1
410	METDB-00194-1-DN48572-c0-g2-i1.p1
410	METDB-00194-1-DN74751-c0-g1-i1.p1
410	METDB-00194-1-DN50064-c0-g1-i1.p1
410	METDB-00194-1-DN79137-c0-g1-i1.p1
410	METDB-00194-1-DN14456-c0-g1-i1.p1
410	METDB-00194-1-DN41460-c0-g1-i6.p1
410	METDB-00194-1-DN41460-c0-g1-i5.p1
